Wavenumber (1/cm),With sulfur,without sulfur
1837.86,111.001,102.714
1838.34,111.008,102.726
1838.82,111.016,102.739
1839.31,111.024,102.751
1839.79,111.032,102.762
1840.27,111.042,102.773
1840.75,111.053,102.784
1841.23,111.064,102.795
1841.72,111.076,102.807
1842.2,111.087,102.819
1842.68,111.097,102.831
1843.16,111.104,102.842
1843.65,111.11,102.852
1844.13,111.113,102.86
1844.61,111.115,102.868
1845.09,111.118,102.876
1845.57,111.121,102.884
1846.06,111.126,102.894
1846.54,111.132,102.903
1847.02,111.14,102.913
1847.5,111.147,102.922
1847.98,111.154,102.931
1848.47,111.161,102.939
1848.95,111.167,102.949
1849.43,111.173,102.958
1849.91,111.179,102.968
1850.39,111.186,102.979
1850.88,111.193,102.988
1851.36,111.2,102.997
1851.84,111.207,103.005
1852.32,111.214,103.012
1852.81,111.222,103.02
1853.29,111.229,103.028
1853.77,111.237,103.037
1854.25,111.245,103.046
1854.73,111.252,103.054
1855.21,111.259,103.062
1855.7,111.266,103.069
1856.18,111.273,103.076
1856.66,111.28,103.083
1857.14,111.287,103.091
1857.63,111.294,103.1
1858.11,111.301,103.108
1858.59,111.307,103.116
1859.07,111.314,103.123
1859.56,111.32,103.13
1860.04,111.326,103.136
1860.52,111.332,103.143
1861,111.338,103.15
1861.48,111.344,103.157
1861.96,111.35,103.165
1862.45,111.356,103.173
1862.93,111.362,103.18
1863.41,111.368,103.187
1863.89,111.374,103.193
1864.38,111.381,103.2
1864.86,111.388,103.207
1865.34,111.396,103.215
1865.82,111.405,103.223
1866.3,111.414,103.23
1866.79,111.422,103.237
1867.27,111.429,103.243
1867.75,111.436,103.249
1868.23,111.441,103.255
1868.71,111.445,103.26
1869.2,111.448,103.266
1869.68,111.45,103.272
1870.16,111.452,103.278
1870.64,111.455,103.283
1871.13,111.458,103.288
1871.61,111.461,103.293
1872.09,111.466,103.298
1872.57,111.471,103.304
1873.05,111.477,103.31
1873.54,111.483,103.317
1874.02,111.489,103.323
1874.5,111.494,103.328
1874.98,111.499,103.333
1875.46,111.504,103.338
1875.95,111.508,103.342
1876.43,111.513,103.348
1876.91,111.517,103.353
1877.39,111.521,103.359
1877.88,111.525,103.365
1878.36,111.529,103.369
1878.84,111.533,103.374
1879.32,111.536,103.378
1879.8,111.54,103.382
1880.29,111.544,103.387
1880.77,111.548,103.392
1881.25,111.551,103.397
1881.73,111.555,103.402
1882.21,111.558,103.407
1882.7,111.561,103.411
1883.18,111.563,103.414
1883.66,111.566,103.418
1884.14,111.569,103.422
1884.63,111.571,103.426
1885.11,111.574,103.431
1885.59,111.576,103.435
1886.07,111.579,103.438
1886.55,111.58,103.442
1887.04,111.582,103.445
1887.52,111.583,103.448
1888,111.584,103.452
1888.48,111.584,103.456
1888.96,111.583,103.461
1889.45,111.581,103.465
1889.93,111.58,103.468
1890.41,111.578,103.471
1890.89,111.577,103.474
1891.38,111.577,103.477
1891.86,111.579,103.48
1892.34,111.582,103.484
1892.82,111.586,103.488
1893.3,111.59,103.492
1893.79,111.594,103.495
1894.27,111.598,103.498
1894.75,111.601,103.501
1895.23,111.604,103.503
1895.71,111.606,103.506
1896.2,111.607,103.509
1896.68,111.609,103.513
1897.16,111.61,103.516
1897.64,111.611,103.519
1898.13,111.612,103.521
1898.61,111.613,103.523
1899.09,111.614,103.526
1899.57,111.615,103.529
1900.05,111.616,103.532
1900.54,111.617,103.536
1901.02,111.617,103.539
1901.5,111.618,103.541
1901.98,111.617,103.544
1902.46,111.617,103.546
1902.95,111.616,103.548
1903.43,111.615,103.551
1903.91,111.613,103.555
1904.39,111.612,103.558
1904.87,111.61,103.562
1905.36,111.608,103.564
1905.84,111.607,103.566
1906.32,111.605,103.569
1906.8,111.605,103.571
1907.29,111.604,103.573
1907.77,111.604,103.576
1908.25,111.604,103.579
1908.73,111.603,103.582
1909.21,111.602,103.584
1909.7,111.601,103.586
1910.18,111.6,103.587
1910.66,111.599,103.588
1911.14,111.598,103.59
1911.62,111.596,103.593
1912.11,111.595,103.596
1912.59,111.593,103.599
1913.07,111.591,103.602
1913.55,111.589,103.604
1914.04,111.587,103.607
1914.52,111.586,103.609
1915,111.585,103.612
1915.48,111.585,103.615
1915.96,111.585,103.618
1916.44,111.585,103.621
1916.93,111.583,103.622
1917.41,111.58,103.623
1917.89,111.576,103.624
1918.37,111.571,103.625
1918.86,111.567,103.626
1919.34,111.564,103.628
1919.82,111.562,103.63
1920.3,111.561,103.632
1920.78,111.561,103.633
1921.27,111.562,103.634
1921.75,111.562,103.635
1922.23,111.562,103.636
1922.71,111.561,103.637
1923.19,111.561,103.639
1923.68,111.56,103.641
1924.16,111.559,103.643
1924.64,111.558,103.645
1925.12,111.558,103.646
1925.61,111.557,103.647
1926.09,111.557,103.648
1926.57,111.557,103.649
1927.05,111.556,103.651
1927.53,111.555,103.653
1928.02,111.554,103.655
1928.5,111.553,103.657
1928.98,111.551,103.658
1929.46,111.549,103.659
1929.94,111.548,103.66
1930.43,111.547,103.662
1930.91,111.546,103.664
1931.39,111.545,103.666
1931.87,111.543,103.669
1932.35,111.541,103.67
1932.84,111.539,103.672
1933.32,111.537,103.673
1933.8,111.534,103.674
1934.28,111.531,103.675
1934.77,111.529,103.677
1935.25,111.526,103.679
1935.73,111.524,103.681
1936.21,111.522,103.682
1936.69,111.52,103.683
1937.18,111.518,103.684
1937.66,111.516,103.685
1938.14,111.514,103.686
1938.62,111.512,103.688
1939.1,111.511,103.689
1939.59,111.509,103.691
1940.07,111.508,103.692
1940.55,111.506,103.693
1941.03,111.504,103.694
1941.52,111.501,103.695
1942,111.498,103.696
1942.48,111.494,103.698
1942.96,111.489,103.699
1943.44,111.484,103.701
1943.93,111.48,103.702
1944.41,111.476,103.702
1944.89,111.472,103.703
1945.37,111.469,103.704
1945.85,111.466,103.705
1946.34,111.463,103.706
1946.82,111.46,103.708
1947.3,111.457,103.71
1947.78,111.453,103.711
1948.27,111.45,103.711
1948.75,111.447,103.712
1949.23,111.444,103.713
1949.71,111.441,103.715
1950.19,111.438,103.716
1950.68,111.435,103.718
1951.16,111.432,103.72
1951.64,111.429,103.722
1952.12,111.426,103.723
1952.6,111.424,103.724
1953.09,111.421,103.725
1953.57,111.419,103.727
1954.05,111.417,103.728
1954.53,111.415,103.73
1955.02,111.412,103.732
1955.5,111.409,103.733
1955.98,111.405,103.734
1956.46,111.402,103.734
1956.94,111.399,103.735
1957.43,111.395,103.737
1957.91,111.392,103.738
1958.39,111.39,103.74
1958.87,111.387,103.742
1959.35,111.384,103.743
1959.84,111.381,103.743
1960.32,111.379,103.744
1960.8,111.376,103.745
1961.28,111.374,103.746
1961.77,111.372,103.748
1962.25,111.369,103.75
1962.73,111.367,103.751
1963.21,111.364,103.752
1963.69,111.362,103.753
1964.18,111.359,103.754
1964.66,111.357,103.754
1965.14,111.355,103.756
1965.62,111.353,103.757
1966.1,111.351,103.759
1966.59,111.348,103.761
1967.07,111.345,103.762
1967.55,111.342,103.764
1968.03,111.338,103.765
1968.52,111.334,103.766
1969,111.33,103.768
1969.48,111.326,103.769
1969.96,111.322,103.771
1970.44,111.317,103.773
1970.93,111.313,103.774
1971.41,111.309,103.775
1971.89,111.304,103.776
1972.37,111.3,103.777
1972.85,111.295,103.778
1973.34,111.291,103.779
1973.82,111.285,103.78
1974.3,111.28,103.781
1974.78,111.274,103.782
1975.27,111.268,103.783
1975.75,111.261,103.784
1976.23,111.254,103.785
1976.71,111.248,103.787
1977.19,111.242,103.788
1977.68,111.235,103.79
1978.16,111.229,103.791
1978.64,111.222,103.792
1979.12,111.214,103.793
1979.6,111.206,103.793
1980.09,111.198,103.794
1980.57,111.19,103.795
1981.05,111.181,103.796
1981.53,111.172,103.798
1982.01,111.163,103.799
1982.5,111.153,103.8
1982.98,111.143,103.8
1983.46,111.133,103.801
1983.94,111.122,103.801
1984.43,111.112,103.802
1984.91,111.101,103.804
1985.39,111.09,103.805
1985.87,111.078,103.807
1986.35,111.066,103.809
1986.83,111.053,103.81
1987.32,111.04,103.811
1987.8,111.026,103.813
1988.28,111.013,103.814
1988.76,110.999,103.816
1989.25,110.985,103.818
1989.73,110.97,103.82
1990.21,110.954,103.821
1990.69,110.938,103.822
1991.18,110.921,103.822
1991.66,110.904,103.822
1992.14,110.886,103.823
1992.62,110.869,103.823
1993.1,110.851,103.824
1993.58,110.834,103.825
1994.07,110.815,103.825
1994.55,110.797,103.825
1995.03,110.777,103.826
1995.51,110.757,103.826
1996,110.735,103.827
1996.48,110.713,103.828
1996.96,110.689,103.829
1997.44,110.664,103.831
1997.92,110.639,103.831
1998.41,110.612,103.832
1998.89,110.584,103.832
1999.37,110.555,103.832
1999.85,110.525,103.833
2000.33,110.494,103.834
2000.82,110.462,103.835
2001.3,110.428,103.836
2001.78,110.393,103.837
2002.26,110.358,103.838
2002.75,110.322,103.838
2003.23,110.284,103.838
2003.71,110.246,103.839
2004.19,110.206,103.84
2004.67,110.165,103.84
2005.16,110.122,103.841
2005.64,110.077,103.841
2006.12,110.03,103.842
2006.6,109.981,103.842
2007.08,109.93,103.842
2007.57,109.878,103.843
2008.05,109.823,103.844
2008.53,109.767,103.845
2009.01,109.708,103.846
2009.49,109.647,103.846
2009.98,109.584,103.847
2010.46,109.518,103.847
2010.94,109.449,103.848
2011.42,109.377,103.849
2011.91,109.302,103.85
2012.39,109.224,103.852
2012.87,109.144,103.853
2013.35,109.06,103.853
2013.83,108.973,103.854
2014.32,108.883,103.854
2014.8,108.79,103.854
2015.28,108.693,103.854
2015.76,108.594,103.854
2016.24,108.49,103.854
2016.73,108.383,103.855
2017.21,108.273,103.855
2017.69,108.16,103.855
2018.17,108.043,103.855
2018.66,107.923,103.856
2019.14,107.799,103.857
2019.62,107.672,103.858
2020.1,107.54,103.86
2020.58,107.404,103.861
2021.07,107.264,103.861
2021.55,107.12,103.861
2022.03,106.972,103.861
2022.51,106.82,103.861
2022.99,106.665,103.861
2023.48,106.507,103.862
2023.96,106.346,103.862
2024.44,106.181,103.863
2024.92,106.012,103.863
2025.41,105.84,103.863
2025.89,105.665,103.863
2026.37,105.487,103.864
2026.85,105.305,103.865
2027.33,105.12,103.866
2027.82,104.933,103.867
2028.3,104.743,103.867
2028.78,104.55,103.868
2029.26,104.356,103.868
2029.74,104.159,103.867
2030.23,103.96,103.867
2030.71,103.76,103.867
2031.19,103.559,103.868
2031.67,103.356,103.868
2032.16,103.152,103.869
2032.64,102.947,103.869
2033.12,102.741,103.869
2033.6,102.535,103.869
2034.08,102.327,103.869
2034.57,102.12,103.87
2035.05,101.912,103.871
2035.53,101.704,103.872
2036.01,101.497,103.873
2036.49,101.29,103.873
2036.98,101.084,103.874
2037.46,100.88,103.874
2037.94,100.677,103.874
2038.42,100.475,103.874
2038.91,100.276,103.875
2039.39,100.079,103.876
2039.87,99.8847,103.876
2040.35,99.6929,103.876
2040.83,99.504,103.876
2041.32,99.3182,103.875
2041.8,99.1356,103.875
2042.28,98.9564,103.875
2042.76,98.7805,103.876
2043.24,98.608,103.876
2043.73,98.4391,103.877
2044.21,98.2743,103.878
2044.69,98.1137,103.879
2045.17,97.958,103.879
2045.66,97.8073,103.88
2046.14,97.6619,103.881
2046.62,97.522,103.882
2047.1,97.3877,103.883
2047.58,97.2589,103.884
2048.06,97.1357,103.884
2048.55,97.0183,103.884
2049.03,96.9068,103.884
2049.51,96.8012,103.883
2049.99,96.7019,103.884
2050.48,96.609,103.884
2050.96,96.5226,103.885
2051.44,96.4429,103.886
2051.92,96.37,103.887
2052.41,96.3043,103.888
2052.89,96.2457,103.889
2053.37,96.1944,103.889
2053.85,96.1504,103.89
2054.33,96.1137,103.891
2054.81,96.0842,103.892
2055.3,96.0622,103.892
2055.78,96.0476,103.893
2056.26,96.0407,103.893
2056.74,96.0417,103.894
2057.23,96.0505,103.894
2057.71,96.0673,103.895
2058.19,96.0918,103.896
2058.67,96.1241,103.898
2059.15,96.1639,103.899
2059.64,96.2112,103.9
2060.12,96.266,103.9
2060.6,96.3283,103.9
2061.08,96.3984,103.9
2061.56,96.4762,103.901
2062.05,96.5619,103.901
2062.53,96.6555,103.902
2063.01,96.7568,103.902
2063.49,96.8657,103.902
2063.98,96.982,103.902
2064.46,97.1057,103.902
2064.94,97.2368,103.902
2065.42,97.3751,103.902
2065.9,97.5207,103.903
2066.39,97.6735,103.904
2066.87,97.8335,103.905
2067.35,98.0005,103.905
2067.83,98.1743,103.904
2068.31,98.3547,103.904
2068.8,98.5414,103.904
2069.28,98.734,103.903
2069.76,98.9323,103.903
2070.24,99.1361,103.904
2070.73,99.3452,103.904
2071.21,99.5595,103.904
2071.69,99.7787,103.903
2072.17,100.003,103.903
2072.65,100.232,103.902
2073.14,100.465,103.902
2073.62,100.702,103.902
2074.1,100.943,103.902
2074.58,101.187,103.901
2075.06,101.434,103.901
2075.55,101.684,103.901
2076.03,101.936,103.9
2076.51,102.19,103.899
2076.99,102.445,103.899
2077.48,102.701,103.899
2077.96,102.958,103.898
2078.44,103.214,103.898
2078.92,103.47,103.898
2079.4,103.726,103.897
2079.89,103.982,103.896
2080.37,104.236,103.895
2080.85,104.489,103.895
2081.33,104.74,103.894
2081.81,104.988,103.894
2082.3,105.234,103.893
2082.78,105.476,103.892
2083.26,105.713,103.891
2083.74,105.947,103.89
2084.23,106.177,103.889
2084.71,106.402,103.888
2085.19,106.622,103.887
2085.67,106.838,103.886
2086.15,107.049,103.885
2086.64,107.254,103.884
2087.12,107.453,103.882
2087.6,107.647,103.881
2088.08,107.834,103.879
2088.56,108.014,103.878
2089.05,108.188,103.877
2089.53,108.355,103.876
2090.01,108.515,103.875
2090.49,108.669,103.874
2090.97,108.816,103.873
2091.46,108.958,103.871
2091.94,109.094,103.87
2092.42,109.224,103.869
2092.9,109.348,103.868
2093.39,109.466,103.867
2093.87,109.579,103.865
2094.35,109.686,103.863
2094.83,109.787,103.861
2095.31,109.884,103.858
2095.8,109.976,103.856
2096.28,110.063,103.853
2096.76,110.147,103.851
2097.24,110.226,103.85
2097.72,110.3,103.847
2098.21,110.37,103.845
2098.69,110.436,103.842
2099.17,110.497,103.839
2099.65,110.555,103.837
2100.14,110.61,103.834
2100.62,110.661,103.831
2101.1,110.711,103.829
2101.58,110.757,103.826
2102.06,110.802,103.823
2102.54,110.844,103.819
2103.03,110.884,103.815
2103.51,110.922,103.811
2103.99,110.959,103.807
2104.47,110.993,103.803
2104.96,111.027,103.799
2105.44,111.058,103.795
2105.92,111.088,103.79
2106.4,111.117,103.785
2106.89,111.144,103.779
2107.37,111.17,103.774
2107.85,111.195,103.769
2108.33,111.219,103.763
2108.81,111.242,103.758
2109.29,111.265,103.752
2109.78,111.287,103.745
2110.26,111.307,103.738
2110.74,111.327,103.731
2111.22,111.347,103.723
2111.71,111.366,103.715
2112.19,111.384,103.706
2112.67,111.401,103.698
2113.15,111.419,103.689
2113.63,111.435,103.68
2114.12,111.451,103.67
2114.6,111.466,103.659
2115.08,111.48,103.648
2115.56,111.494,103.636
2116.04,111.507,103.624
2116.53,111.519,103.612
2117.01,111.531,103.599
2117.49,111.543,103.585
2117.97,111.554,103.571
2118.46,111.566,103.557
2118.94,111.578,103.541
2119.42,111.59,103.526
2119.9,111.601,103.51
2120.38,111.612,103.494
2120.87,111.623,103.478
2121.35,111.634,103.461
2121.83,111.645,103.443
2122.31,111.655,103.425
2122.79,111.664,103.407
2123.28,111.674,103.388
2123.76,111.683,103.369
2124.24,111.692,103.35
2124.72,111.701,103.33
2125.21,111.71,103.31
2125.69,111.718,103.288
2126.17,111.727,103.267
2126.65,111.735,103.244
2127.13,111.743,103.222
2127.62,111.751,103.2
2128.1,111.758,103.177
2128.58,111.765,103.154
2129.06,111.771,103.13
2129.54,111.777,103.106
2130.03,111.782,103.081
2130.51,111.788,103.056
2130.99,111.793,103.031
2131.47,111.798,103.006
2131.96,111.804,102.98
2132.44,111.81,102.954
2132.92,111.816,102.927
2133.4,111.822,102.9
2133.88,111.828,102.872
2134.37,111.834,102.844
2134.85,111.839,102.816
2135.33,111.844,102.788
2135.81,111.849,102.759
2136.29,111.853,102.731
2136.78,111.857,102.702
2137.26,111.86,102.672
2137.74,111.864,102.643
2138.22,111.867,102.614
2138.71,111.869,102.585
2139.19,111.871,102.556
2139.67,111.873,102.527
2140.15,111.875,102.499
2140.63,111.876,102.47
2141.11,111.878,102.442
2141.6,111.879,102.414
2142.08,111.881,102.387
2142.56,111.883,102.36
2143.04,111.884,102.334
2143.53,111.886,102.308
2144.01,111.887,102.282
2144.49,111.888,102.257
2144.97,111.889,102.232
2145.46,111.89,102.207
2145.94,111.891,102.182
2146.42,111.892,102.158
2146.9,111.894,102.134
2147.38,111.895,102.111
2147.86,111.897,102.088
2148.35,111.897,102.065
2148.83,111.897,102.043
2149.31,111.896,102.021
2149.79,111.895,101.999
2150.28,111.893,101.978
2150.76,111.892,101.957
2151.24,111.89,101.937
2151.72,111.888,101.917
2152.2,111.885,101.898
2152.69,111.883,101.879
2153.17,111.881,101.86
2153.65,111.878,101.841
2154.13,111.875,101.824
2154.61,111.872,101.807
2155.1,111.869,101.79
2155.58,111.865,101.774
2156.06,111.862,101.759
2156.54,111.86,101.744
2157.02,111.858,101.73
2157.51,111.857,101.716
2157.99,111.858,101.703
2158.47,111.859,101.691
2158.95,111.862,101.679
2159.44,111.864,101.668
2159.92,111.867,101.657
2160.4,111.87,101.646
2160.88,111.872,101.636
2161.36,111.874,101.627
2161.85,111.875,101.618
2162.33,111.876,101.61
2162.81,111.877,101.603
2163.29,111.878,101.597
2163.77,111.879,101.591
2164.26,111.88,101.586
2164.74,111.881,101.582
2165.22,111.882,101.578
2165.7,111.884,101.575
2166.19,111.885,101.574
2166.67,111.885,101.573
2167.15,111.886,101.572
2167.63,111.887,101.573
2168.11,111.888,101.574
2168.6,111.888,101.575
2169.08,111.889,101.578
2169.56,111.89,101.582
2170.04,111.89,101.588
2170.52,111.89,101.595
2171.01,111.89,101.603
2171.49,111.889,101.612
2171.97,111.889,101.622
2172.45,111.888,101.634
2172.94,111.888,101.646
2173.42,111.888,101.66
2173.9,111.888,101.675
2174.38,111.888,101.692
2174.86,111.888,101.709
2175.35,111.888,101.727
2175.83,111.888,101.746
2176.31,111.887,101.765
2176.79,111.887,101.786
2177.27,111.887,101.808
2177.76,111.887,101.83
2178.24,111.887,101.853
2178.72,111.886,101.877
2179.2,111.886,101.901
2179.69,111.886,101.925
2180.17,111.885,101.95
2180.65,111.885,101.975
2181.13,111.885,102
2181.61,111.885,102.025
2182.1,111.885,102.051
2182.58,111.885,102.076
2183.06,111.885,102.101
2183.54,111.884,102.126
2184.02,111.884,102.151
2184.51,111.884,102.176
2184.99,111.884,102.201
2185.47,111.885,102.226
2185.95,111.885,102.251
2186.44,111.886,102.277
2186.92,111.887,102.302
2187.4,111.888,102.326
2187.88,111.888,102.351
2188.36,111.889,102.375
2188.85,111.889,102.399
2189.33,111.89,102.423
2189.81,111.89,102.447
2190.29,111.891,102.471
2190.77,111.892,102.495
2191.26,111.893,102.519
2191.74,111.894,102.543
2192.22,111.896,102.566
2192.7,111.898,102.59
2193.19,111.9,102.615
2193.67,111.902,102.638
2194.15,111.904,102.662
2194.63,111.905,102.686
2195.11,111.907,102.709
2195.59,111.908,102.732
2196.08,111.91,102.754
2196.56,111.911,102.777
2197.04,111.913,102.799
2197.52,111.914,102.822
2198.01,111.916,102.844
2198.49,111.919,102.866
2198.97,111.921,102.888
2199.45,111.924,102.909
2199.94,111.926,102.93
2200.42,111.928,102.951
2200.9,111.93,102.971
2201.38,111.932,102.991
2201.86,111.934,103.009
2202.34,111.935,103.027
2202.83,111.937,103.044
2203.31,111.938,103.06
2203.79,111.941,103.076
2204.27,111.943,103.092
2204.76,111.946,103.107
2205.24,111.949,103.122
2205.72,111.951,103.137
2206.2,111.953,103.151
2206.68,111.954,103.164
2207.17,111.956,103.177
2207.65,111.957,103.189
2208.13,111.958,103.201
2208.61,111.96,103.212
2209.09,111.961,103.223
2209.58,111.963,103.234
2210.06,111.964,103.244
2210.54,111.966,103.254
2211.02,111.967,103.262
2211.51,111.969,103.271
2211.99,111.97,103.279
2212.47,111.971,103.287
2212.95,111.972,103.294
2213.43,111.972,103.301
2213.92,111.973,103.307
2214.4,111.974,103.313
2214.88,111.974,103.318
2215.36,111.975,103.324
2215.84,111.976,103.329
2216.33,111.977,103.335
2216.81,111.978,103.34
2217.29,111.979,103.346
2217.77,111.98,103.351
2218.25,111.98,103.355
2218.74,111.981,103.359
2219.22,111.981,103.362
2219.7,111.982,103.366
2220.18,111.983,103.369
2220.67,111.983,103.372
2221.15,111.985,103.375
2221.63,111.985,103.378
2222.11,111.986,103.38
2222.59,111.987,103.383
2223.08,111.988,103.385
2223.56,111.988,103.387
2224.04,111.989,103.389
2224.52,111.989,103.392
2225,111.99,103.393
2225.49,111.99,103.395
2225.97,111.992,103.396
2226.45,111.993,103.396
2226.93,111.995,103.397
2227.42,111.998,103.398
2227.9,112,103.399
2228.38,112.002,103.4
2228.86,112.003,103.4
2229.34,112.003,103.4
2229.83,112.002,103.4
2230.31,112.001,103.399
2230.79,112,103.398
2231.27,111.999,103.398
2231.75,111.998,103.397
2232.24,111.998,103.397
2232.72,111.998,103.396
2233.2,111.998,103.395
2233.68,111.998,103.394
2234.17,111.998,103.392
2234.65,111.997,103.39
2235.13,111.996,103.388
2235.61,111.995,103.386
2236.09,111.993,103.384
2236.58,111.991,103.382
2237.06,111.989,103.379
2237.54,111.987,103.376
2238.02,111.985,103.373
2238.5,111.984,103.37
2238.99,111.982,103.367
2239.47,111.981,103.365
2239.95,111.98,103.362
2240.43,111.979,103.36
2240.92,111.978,103.357
2241.4,111.976,103.355
2241.88,111.974,103.352
2242.36,111.972,103.35
2242.84,111.969,103.348
2243.33,111.967,103.346
2243.81,111.964,103.345
2244.29,111.962,103.343
2244.77,111.959,103.342
2245.25,111.956,103.341
2245.74,111.952,103.34
2246.22,111.949,103.339
2246.7,111.945,103.339
2247.18,111.941,103.339
2247.67,111.938,103.339
2248.15,111.934,103.34
2248.63,111.931,103.341
2249.11,111.929,103.341
2249.59,111.927,103.342
2250.07,111.926,103.343
2250.56,111.925,103.344
2251.04,111.925,103.346
2251.52,111.926,103.348
2252,111.926,103.35
2252.49,111.926,103.352
2252.97,111.926,103.354
2253.45,111.925,103.357
2253.93,111.924,103.359
2254.42,111.923,103.361
2254.9,111.923,103.364
2255.38,111.922,103.367
2255.86,111.921,103.369
2256.34,111.92,103.371
2256.82,111.92,103.373
2257.31,111.919,103.375
2257.79,111.918,103.377
2258.27,111.917,103.379
2258.75,111.916,103.381
2259.24,111.915,103.382
2259.72,111.914,103.384
2260.2,111.914,103.385
2260.68,111.913,103.387
2261.16,111.913,103.388
2261.65,111.913,103.389
2262.13,111.913,103.391
2262.61,111.914,103.392
2263.09,111.914,103.394
2263.57,111.914,103.395
2264.06,111.913,103.395
2264.54,111.913,103.396
2265.02,111.911,103.396
2265.5,111.91,103.396
2265.99,111.908,103.396
2266.47,111.906,103.397
2266.95,111.904,103.397
2267.43,111.902,103.398
2267.91,111.9,103.398
2268.4,111.898,103.398
2268.88,111.896,103.398
2269.36,111.894,103.398
2269.84,111.893,103.398
2270.32,111.892,103.398
2270.81,111.892,103.398
2271.29,111.891,103.398
2271.77,111.89,103.397
2272.25,111.889,103.396
2272.74,111.887,103.396
2273.22,111.886,103.395
2273.7,111.884,103.394
2274.18,111.883,103.393
2274.66,111.881,103.393
2275.15,111.879,103.392
2275.63,111.878,103.392
2276.11,111.876,103.391
2276.59,111.875,103.39
2277.07,111.874,103.39
2277.56,111.873,103.389
2278.04,111.873,103.388
2278.52,111.874,103.387
2279,111.874,103.386
2279.49,111.874,103.385
2279.97,111.874,103.384
2280.45,111.874,103.383
2280.93,111.873,103.383
2281.41,111.872,103.382
2281.9,111.871,103.381
2282.38,111.871,103.381
2282.86,111.87,103.38
2283.34,111.87,103.38
2283.82,111.87,103.379
2284.31,111.87,103.378
2284.79,111.871,103.377
2285.27,111.871,103.377
2285.75,111.872,103.376
2286.24,111.872,103.376
2286.72,111.872,103.375
2287.2,111.871,103.373
2287.68,111.871,103.372
2288.16,111.871,103.371
2288.65,111.871,103.369
2289.13,111.872,103.368
2289.61,111.873,103.366
2290.09,111.874,103.365
2290.57,111.875,103.364
2291.06,111.876,103.363
2291.54,111.877,103.361
2292.02,111.878,103.36
2292.5,111.879,103.359
2292.99,111.879,103.357
2293.47,111.88,103.356
2293.95,111.88,103.355
2294.43,111.881,103.353
2294.91,111.881,103.352
2295.4,111.882,103.35
2295.88,111.884,103.348
2296.36,111.886,103.347
2296.84,111.889,103.346
2297.32,111.892,103.345
2297.81,111.895,103.344
2298.29,111.898,103.343
2298.77,111.9,103.342
2299.25,111.902,103.341
2299.73,111.904,103.34
2300.22,111.905,103.338
2300.7,111.907,103.337
2301.18,111.908,103.336
2301.66,111.909,103.335
2302.15,111.91,103.333
2302.63,111.91,103.332
2303.11,111.911,103.33
2303.59,111.911,103.329
2304.07,111.911,103.327
2304.56,111.911,103.326
2305.04,111.91,103.325
2305.52,111.91,103.324
2306,111.91,103.323
2306.48,111.909,103.322
2306.97,111.908,103.32
2307.45,111.907,103.318
2307.93,111.906,103.317
2308.41,111.905,103.315
2308.9,111.904,103.314
2309.38,111.904,103.313
2309.86,111.904,103.312
2310.34,111.905,103.31
2310.82,111.906,103.309
2311.3,111.907,103.307
2311.79,111.909,103.305
2312.27,111.91,103.304
2312.75,111.911,103.302
2313.23,111.912,103.301
2313.72,111.911,103.3
2314.2,111.91,103.298
2314.68,111.908,103.296
2315.16,111.906,103.294
2315.65,111.903,103.293
2316.13,111.901,103.291
2316.61,111.899,103.289
2317.09,111.897,103.288
2317.57,111.896,103.287
2318.05,111.895,103.285
2318.54,111.895,103.283
2319.02,111.895,103.282
2319.5,111.895,103.28
2319.98,111.895,103.278
2320.47,111.895,103.277
2320.95,111.894,103.275
2321.43,111.893,103.273
2321.91,111.893,103.271
2322.39,111.891,103.269
2322.88,111.89,103.266
2323.36,111.889,103.264
2323.84,111.888,103.262
2324.32,111.887,103.26
2324.8,111.886,103.259
2325.29,111.886,103.257
2325.77,111.885,103.255
2326.25,111.883,103.254
2326.73,111.882,103.252
2327.22,111.88,103.25
2327.7,111.878,103.248
2328.18,111.876,103.247
2328.66,111.874,103.245
2329.14,111.872,103.243
2329.63,111.87,103.242
2330.11,111.867,103.239
2330.59,111.864,103.237
2331.07,111.861,103.234
2331.55,111.857,103.232
2332.04,111.854,103.229
2332.52,111.85,103.227
2333,111.847,103.224
2333.48,111.843,103.221
2333.97,111.84,103.219
2334.45,111.837,103.216
2334.93,111.834,103.213
2335.41,111.83,103.211
2335.89,111.827,103.208
2336.38,111.824,103.206
2336.86,111.82,103.205
2337.34,111.817,103.203
2337.82,111.813,103.201
2338.3,111.809,103.199
2338.79,111.804,103.198
2339.27,111.8,103.196
2339.75,111.795,103.194
2340.23,111.79,103.192
2340.72,111.785,103.19
2341.2,111.78,103.188
2341.68,111.775,103.185
2342.16,111.769,103.183
2342.64,111.764,103.18
2343.13,111.759,103.178
2343.61,111.754,103.176
2344.09,111.749,103.174
2344.57,111.744,103.171
2345.05,111.739,103.169
2345.54,111.734,103.166
2346.02,111.73,103.163
2346.5,111.726,103.161
2346.98,111.722,103.158
2347.47,111.719,103.156
2347.95,111.715,103.153
2348.43,111.712,103.151
2348.91,111.708,103.149
2349.39,111.704,103.147
2349.88,111.7,103.145
2350.36,111.696,103.142
2350.84,111.692,103.14
2351.32,111.688,103.138
2351.8,111.685,103.136
2352.29,111.682,103.134
2352.77,111.679,103.131
2353.25,111.677,103.129
2353.73,111.675,103.127
2354.21,111.672,103.124
